_id,ltable_index,rtable_index,ltable_Length_ft,ltable_make_model,ltable_seller,ltable_location,ltable_year,ltable_price_US,ltable_hull_material,rtable_Length_ft,rtable_make_model,rtable_seller,rtable_location,rtable_year,rtable_price_US,rtable_hull_material,gold
3101577,9600,4252,13,Boston Whaler.13 Dauntless,Anchorage Yacht Sales,"Holland, Michigan",1997,8900,Fiberglass,13,Boston Whaler 13 Dauntless,"Anchorage Yacht Sales
   ","Holland, MI",1997,8900,Fiberglass,1
3101413,9586,4251,15,Sea-Doo.150 Speedster,Redmond Boat and Yacht Sales,"Fernandina Beach, Florida",2011,15900,Fiberglass,15,Sea-Doo Sport Boats 150 Speedster,"Redmond Boat and Yacht Sales
   ","Fernandina Beach, FL",2011,15900,Fiberglass,1
3097691,9516,4199,16,Bayliner.160 Element,Fox Chapel Marine,"PITTSBURGH, Pennsylvania",2017,Request Price,Fiberglass,16,Bayliner 160 Element,"Fox Chapel Marine
   ","PITTSBURGH, PA",2017,Call for Price,Fiberglass,1
3095902,9481,4195,16,Bayliner.160 Bowrider,Boater's Landing,"Fort Myers, Florida",2012,12995,Fiberglass,16,Bayliner 160 Bowrider,"Boater's Landing
   ","Fort Myers, FL",2012,12995,Fiberglass,1
3091826,9414,4175,17,Sea Ray.175 Sport,Prince William Marina,"Woodbridge, Virginia",2011,21900,Fiberglass,17,Sea Ray 175 Sport,"Prince William Marina
   ","Woodbridge, VA",2011,21900,Fiberglass,1
3087710,9352,4151,17,Four Winns.17 Horizon Qx,Sea Ray of Cincinnati,"Cincinnati, Ohio",1996,7995,Fiberglass,17,Four Winns 17 Horizon Qx,"Sea Ray of Cincinnati
   ","Cincinnati, OH",1996,7995,Fiberglass,1
3087445,9348,4150,17,Four Winns.170 Horizon,Grand Bay Marine,"Traverse City, Michigan",1996,7995,Fiberglass,17,Four Winns 170 Horizon,"Grand Bay Marine
   ","Traverse City, MI",1996,7995,Fiberglass,1
3068004,9209,4098,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23645,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,24258,Fiberglass,0
3066826,9205,4092,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,24258,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,24372,Fiberglass,0
3066552,9204,4111,18,Bayliner.175 Bowrider,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2016,Request Price,Fiberglass,18,Bayliner 175 Bowrider,"Fox Chapel Marine
   ","Pittsburgh, PA",2016,1,Fiberglass,1
3066247,9203,4099,18,Bayliner.175 Bowrider,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2016,Request Price,Fiberglass,18,Bayliner 175 Bowrider,"Fox Chapel Marine
   ","Pittsburgh, PA",2016,Call for Price,Fiberglass,1
3063604,9194,4093,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23045,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,23159,Fiberglass,0
3063596,9194,4085,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23045,Fiberglass,18,Bayliner 170 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,24348,Fiberglass,0
3063023,9192,4098,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23473,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,24258,Fiberglass,0
3063016,9192,4091,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23473,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,23045,Fiberglass,0
3062437,9190,4098,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23159,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,24258,Fiberglass,0
3055982,9168,4089,18,Bayliner.170 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,24348,Fiberglass,18,Bayliner 170 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,23295,Fiberglass,0
3055691,9167,4091,18,Bayliner.170 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23295,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,23045,Fiberglass,0
3016944,9035,4020,18,Sea Ray.185,COMPLETE MARINE,"Pompano Beach, Florida",2008,16900,Fiberglass,18,Sea Ray 185,"COMPLETE MARINE
   ","Pompano Beach, FL",2008,16900,Fiberglass,1
3012269,9019,4033,18,Sea Ray.185 Sport,"Berry-Boger Yacht Sales, Inc.","Ocean Isle Beach, South Carolina",2008,14900,Fiberglass,18,Sea Ray Sport 185,"Berry-Boger Yacht Sales, Inc.
   ","Ocean Isle Beach, SC",2008,14900,Fiberglass,1
3011964,9018,4021,18,Sea Ray.185 Bow Rider,Amity Harbor Marine Inc,"Amityville, New York",2008,14995,Fiberglass,18,Sea Ray 185 Bow Rider,"Amity Harbor Marine Inc
   ","Amityville, NY",2008,14995,Fiberglass,1
3011689,9017,4039,18,Sea Ray.185 Sport,Sea Ray of Cincinnati,"Cincinnati, Ohio",2008,14995,Fiberglass,18,Sea Ray 185 Sport,"Sea Ray of Cincinnati
   ","Cincinnati, OH",2008,14995,Fiberglass,1
3003464,8989,4018,18,Sea Ray.180 Bow Rider,Legendary Marine Gulf Shores,"Gulf Shores, Alabama",1992,9999,Fiberglass,18,Sea Ray 180BR,"Legendary Marine
   ","Gulf Shores, AL",1992,7990,Fiberglass,0
2980277,8910,3978,18,Hurricane.188 Sundeck Sport,Wye River Marine,"Kent Island, Maryland",2016,28900,Fiberglass,18,Hurricane 187 SUNDECK,"Wye River Marine
   ","Kent Island, MD",2016,29900,Fiberglass,0
2963578,8853,3980,18,Glastron.V-182 Crestflite -Great Value,Cahoon Yacht Brokerage,"Harwich Port, Massachusetts",1975,2100,Fiberglass,18,Glastron V-182 Crestflite -Great Value,"Cahoon Yacht Brokerage
   ","Harwich Port, MA",1975,2100,Fiberglass,1
2962400,8849,3974,18,Glastron.GT 180,Beacon Light Marina,"Middle River, Maryland",2014,21995,Fiberglass,18,Glastron GT 180,"Beacon Light Marina
   ","Middle River, MD",2014,21995,Fiberglass,1
2943623,8785,3949,18,Crownline.180 BR,Bergmann Marine,"Charlevoix, Michigan",2004,11900,Fiberglass,18,Crownline 180 BR,"Bergmann Marine
   ","Charlevoix, MI",2004,11900,Fiberglass,1
2935109,8756,3932,18,Chaparral.180 SSi,Pennybridge Marine,"Stony Point, New York",2004,8000,Fiberglass,18,Chaparral 180 SSi,"Pennybridge Marine
   ","Stony Point, NY",2004,8000,Fiberglass,1
2930133,8739,3937,18,Chaparral.180 SSi,United Yacht Sales - Florida Treasure Coast,"Southport, North Carolina",2009,22200,Fiberglass,18,Chaparral 180 SSi,"United Yacht Sales
   ","Southport, NC",2009,22200,Fiberglass,1
2924095,8718,4052,18,Sea-Doo.180 Challenger,Bay View Yacht Sales,"Chesapeake City, Maryland",2010,21900,Fiberglass,18,Sea-Doo Sport Boats 180 Challenger SE.,"Bay View Yacht Sales
   ","Chesapeake City, MD",2010,21900,Fiberglass,0
2915753,8690,3914,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,Request Price,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017,1,Fiberglass,1
2915474,8689,3928,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,Request Price,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017,1,Fiberglass,1
2896695,8625,3901,18,Bayliner.185 Bowrider,Grand Slam Yacht & Boat Sales,"MOREHEAD CITY , North Carolina",2012,16995,Fiberglass,18,Bayliner 185 Bowrider,"Grand Slam Yacht & Boat Sales
   ","MOREHEAD CITY , NC",2012,16995,Fiberglass,1
2874155,8548,3922,18,Bayliner.Element 180,Sea Ray of Louisville,"Louisville, Kentucky",2017,25780,Fiberglass,18,Bayliner Element 180,"Sea Ray of Cincinnati
   ","Louisville, KY",2017,25780,Fiberglass,1
2873824,8547,3884,18,Bayliner.175 Bowrider with Mooring,Dixon Yachts International Inc.,"Newport Beach, California",2007,29900,Fiberglass,18,Bayliner 175 Bowrider with Mooring,"Dixon Yachts International Inc.
   ","Newport Beach, CA",2007,29900,Fiberglass,1
2858548,8495,3844,18,Bayliner.Element F18,Dredge Harbor Boat Center LLC.,"Delran, New Jersey",2016,21949,Fiberglass,18,Bayliner Element F18,"Dredge Harbor Boat Center LLC.
   ","Delran, NJ",2016,21949,Fiberglass,1
2841464,7453,3490,20,Stingray.195 LS/LX,Hall Marine Group-Sea Ray of Columbia,United States,2012,22900,Fiberglass,20,Stingray 195 LS/LX,"Hall Marine Group
   ",United States,2012,22900,Fiberglass,1
2836560,7438,3491,20,Sea Ray.19 SPX OB,Hyannis Marina,"Buzzards Bay, Massachusetts",2016,Request Price,Fiberglass,20,Sea Ray 19 SPX OB,"Hyannis Marina
   ","Buzzards Bay, MA",2016,1,Fiberglass,1
2836230,7437,3486,20,Sea Ray.19 SPX,Nunmaker Yachts,"Madisonville, Louisiana",2016,Request Price,Fiberglass,20,Sea Ray 19 SPX,"Nunmaker Yachts
   ","Madisonville, LA",2016,Call for Price,Fiberglass,1
2830335,7419,3477,20,Sea Ray.19 SPX,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,41536,Fiberglass,20,Sea Ray 19 SPX,"Lake Union Sea Ray
   ","Fife, WA",2016,41536,Fiberglass,1
2805130,7342,3451,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Columbia,United States,2014,27500,Fiberglass,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014,26500,Fiberglass,0
2804802,7341,3450,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Columbia,United States,2014,26500,Fiberglass,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014,31900,Fiberglass,0
2804800,7341,3448,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Columbia,United States,2014,26500,Fiberglass,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014,27950,Fiberglass,0
2804151,7339,3453,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Savannah,United States,2014,27950,Fiberglass,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014,27500,Fiberglass,0
2802512,7334,3449,20,Sea Ray.190 Sport,Hall Marine Group,United States,2014,31900,Fiberglass,20,Sea Ray 190 Sport,"Marina Marbella Group
   ",United Kingdom,2014,36126,Fiberglass,0
2748524,7169,3416,20,Regal.1900 ES Bowrider,Strong's Marine,"Southampton, New York",2016,Request Price,Fiberglass,20,Regal 1900 ES Bowrider,"Strong's Marine
   ","Southampton, NY",2016,1,Fiberglass,1
2748208,7168,3427,20,Regal.1900 ESX Bowrider,AM PM MARINE,"Pasadena, Maryland",2016,Request Price,Fiberglass,20,Regal 1900 ESX Bowrider,"AM PM MARINE
   ","Pasadena, MD",2016,Call for Price,Fiberglass,1
2723641,7093,3385,20,Starcraft.2000 Limited,Bridgeport Marine,"Stillwater, Minnesota",2016,34990,Fiberglass,20,Starcraft Limited 2000 I/O,"Bridgeport Marine
   ","Stillwater, MN",2016,34990,Fiberglass,1
2721665,7087,3371,20,Robalo.R207 107G,Longshore Boats,"Charleston, South Carolina",2016,44407,Fiberglass,20,Robalo R207 107G,"Longshore Boats
   ","Charleston, SC",2016,44407,Fiberglass,1
2707328,7043,3422,20,Regal.2000 ES Bowrider,AM PM MARINE,"Pasadena, Maryland",2016,Request Price,Fiberglass,20,Regal 1900 ES Bowrider,"AM PM MARINE
   ","Pasadena, MD",2016,Call for Price,Fiberglass,0
2706277,7040,3352,20,Regal.2000 ESX,Grand Bay Marine,"Traverse City, Michigan",2017,Request Price,Fiberglass,20,Regal 2000 ESX,"Grand Bay Marine
   ","Traverse City, MI",2017,Call for Price,Fiberglass,1
2696836,7011,3394,20,Sea Ray.205 Sport,MarineMax Pensacola,"Pensacola, Florida",2008,18694,Fiberglass,20,Sea Ray 205 Sport,"MarineMax Inc.
   ","Pensacola, FL",2008,18694,Fiberglass,1
2694854,7005,3374,20,Sea Ray.200 Select,MarineMax Jacksonville at Beach Marine,"Jacksonville, Florida",2006,23999,Fiberglass,20,Sea Ray 200 Select,"MarineMax Inc.
   ","Jacksonville, FL",2006,23999,Fiberglass,1
2692245,6997,3381,20,Sea Ray.200 Sport,Sovereign Marine Group,"Stuart, Florida",2005,16900,Fiberglass,20,Sea Ray 200 Sport,"Sovereign Marine Group
   ","Stuart, FL",2005,16900,Fiberglass,1
2690595,6992,3366,20,Sea Ray.200 Select,MarineMax Lake Ozark,"Lake Ozark, Missouri",2006,24150,Fiberglass,20,Sea Ray 200 Select,"MarineMax Inc.
   ","Lake Ozark, MO",2006,24150,Fiberglass,1
2685691,6977,3367,20,Sea Ray.20 Bowrider,"Boats Unlimited, Inc.","Wakefield, Rhode Island",1994,6999,Fiberglass,20,Sea Ray 20 Bowrider,"Boats Unlimited, Inc.
   ","Wakefield, RI",1994,6999,Fiberglass,1
2682709,6968,3328,20,Nautic Star.203 SC,Tierra Verde Yacht Brokerage Inc.,"Tierra Verde, Florida",2013,26900,Fiberglass,20,NauticStar 203 SC,"Tierra Verde Yacht Brokerage Inc.
   ","Tierra Verde, FL",2013,26900,Fiberglass,1
2681742,6965,3342,20,Nautique.Sport Nautique 200,Irish Boat Shop - Harbor Springs,"Northern, Michigan",2016,Request Price,Fiberglass,20,Nautique Sport Nautique 200,"Irish Boat Shop
   ","Northern, MI",2016,Call for Price,Fiberglass,1
2679770,6959,3332,20,Nautic Star.203 DC,COMPLETE MARINE,"Pompano Beach, Florida",2017,Request Price,Fiberglass,20,NAUTIC STAR 203 SC,"COMPLETE MARINE
   ","Pompano Beach, FL",2017,1,Fiberglass,1
2641462,6842,3283,20,Grady-White.Freedom 205,United Yacht Sales - Cape and Island Division,"Marion, Massachusetts",2014,59900,Fiberglass,20,Grady-White Freedom 205,"United Yacht Sales
   ","Marion, MA",2014,59900,Fiberglass,1
2620187,6777,3263,20,Four Winns.H200SS,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2016,Request Price,Fiberglass,20,Four Winns H200,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2016,1,Fiberglass,1
2597611,6708,3250,20,Edgewater.205 CX,Bosun Marine,"Mashpee, Massachusetts",2017,Request Price,Fiberglass,20,Edgewater 205 CX,"Bosun Marine
   ","Mashpee, MA",2017,Call for Price,Fiberglass,1
2501746,6415,3196,20,Chaparral.210 Suncoast Bowrider,Sunrise Marine,"Mary Esther, Florida",2016,46216,Fiberglass,20,Chaparral 210 Suncoast Bowrider,"Sunrise Marine - Boat Sales, Service & Parts
   ","Mary Esther, FL",2016,46216,Fiberglass,1
2467278,5184,2734,22,Robalo.R227 214B,Longshore Boats,"Charleston, South Carolina",2016,66214,Fiberglass,22,Robalo R227 214B,"Longshore Boats
   ","Charleston, SC",2016,66214,Fiberglass,1
2465260,5179,2731,22,Robalo.222ES Center Console,The Nautic Group,"Kemah / Houston, Texas",2017,Request Price,Fiberglass,22,Robalo R227 Dual Console,"The Nautic Group
   ","Kemah, TX",2017,Call for Price,Fiberglass,0
2458828,5163,2747,22,Sea Ray.21 SPX OB,Modern Yachts,"Mattituck, New York",2017,Request Price,Fiberglass,22,Sea Ray 21 SPX OB,"Modern Yachts
   ","Mattituck, NY",2017,1,Fiberglass,1
2457218,5159,2749,22,Sea Ray.21 SPX OB,Hall Marine Group,United States,2017,Request Price,Fiberglass,22,Sea Ray 21 SPX OB,"Hall Marine Group
   ",United States,2017,1,Fiberglass,1
2457208,5159,2739,22,Sea Ray.21 SPX OB,Hall Marine Group,United States,2017,Request Price,Fiberglass,22,Sea Ray 21 SPX,"Hall Marine Group
   ",United States,2017,1,Fiberglass,0
2456805,5158,2739,22,Sea Ray.21 SPX OB,Hall Marine Group-Sea Ray of Charleston,United States,2017,Request Price,Fiberglass,22,Sea Ray 21 SPX,"Hall Marine Group
   ",United States,2017,1,Fiberglass,0
2456014,5156,2758,22,Sea Ray.21 SPX,Hall Marine Group,United States,2017,Request Price,Fiberglass,22,Sea Ray 21 SPX OB,"Hall Marine Group
   ",United States,2017,1,Fiberglass,0
2453994,5151,2749,22,Sea Ray.21 SPX,Hall Marine Group-Sea Ray of Greenville,United States,2017,Request Price,Fiberglass,22,Sea Ray 21 SPX OB,"Hall Marine Group
   ",United States,2017,1,Fiberglass,0
2444701,5128,2725,22,Crownline.210 LS,"Your New Boat, LLC","Norris Lake, Tennessee",2010,29900,Fiberglass,22,Crownline 210 LS,"Your New Boat.com
   ","Norris Lake, TN",2010,29900,Fiberglass,1
2400734,5019,2685,22,Monterey.220 Explorer Sport,Ocean Beach Marine Centers (Lavallette),"Lavallette, New Jersey",2001,19345,Fiberglass,22,Monterey 220 Explorer Sport,"Ocean Beach Marine Centers
   ","Lavallette, NJ",2001,19345,Fiberglass,1
2365243,4931,2658,22,Starcraft.2210 Aurora,MarineMax Panama City,"Panama City Beach, Florida",2004,11865,Fiberglass,22,Starcraft 2210 Aurora,"MarineMax Inc.
   ","Panama City Beach, FL",2004,11865,Fiberglass,1
2344266,4879,2636,22,Sea Ray.2200 Sun Deck,Sunrise Marine,"Mary Esther, Florida",2015,51999,Fiberglass,22,Sea Ray 2200 Sun Deck,"Sunrise Marine - Boat Sales, Service & Parts
   ","Mary Esther, FL",2015,51999,Fiberglass,1
2342569,4875,2550,22,Regal.2120 Regal,MarineMax Branson,"Branson, Missouri",2007,24900,Fiberglass,22,Regal 2120,"MarineMax Inc.
   ","Branson, MO",2007,24900,Fiberglass,1
2327686,4838,2578,22,Sea Ray.220 Select,MarineMax Westbrook,"Westbrook, Connecticut",2005,19995,Fiberglass,22,Sea Ray 220 Select,"MarineMax Inc.
   ","Westbrook, CT",2005,19995,Fiberglass,1
2324487,4830,2604,22,Sea Ray.220 Sundeck,Southpaw Yacht Sales,"GREENWICH, Connecticut",2012,29999,Fiberglass,22,Sea Ray 220 Sundeck,"Southpaw Yacht Sales
   ","GREENWICH, CT",2012,29999,Fiberglass,1
2322884,4826,2613,22,Sea Ray.220 Sundeck,MarineMax Pensacola,"Pensacola, Florida",2010,32985,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","Pensacola, FL",2010,32985,Fiberglass,1
2321267,4822,2608,22,Sea Ray.220 Sundeck,MarineMax Warwick,"Warwick, Rhode Island",2008,31490,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","Warwick, RI",2008,31490,Fiberglass,1
2318033,4814,2598,22,Sea Ray.220 Sundeck,SYS Yacht Sales,"Sarasota, Florida",2015,45900,Fiberglass,22,Sea Ray 220 Sundeck,"SYS Yacht Sales
   ","Sarasota, FL",2015,45900,Fiberglass,1
2317634,4813,2602,22,Sea Ray.220 Sundeck,MarineMax Huntington,"Huntington, New York",2014,49900,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","Huntington, NY",2014,49900,Fiberglass,0
2315611,4808,2594,22,Sea Ray.220 Sundeck,MarineMax Orlando,"Orlando, Florida",2013,39900,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","Orlando, FL",2013,39900,Fiberglass,0
2310934,4796,2758,22,Sea Ray.220 Sundeck Outboard,Hall Marine Group-Sea Ray of Greenville,United States,2017,Request Price,Fiberglass,22,Sea Ray 21 SPX OB,"Hall Marine Group
   ",United States,2017,1,Fiberglass,0
2310931,4796,2751,22,Sea Ray.220 Sundeck Outboard,Hall Marine Group-Sea Ray of Greenville,United States,2017,Request Price,Fiberglass,22,Sea Ray 21 SPX OB,"Hall Marine Group
   ",United States,2017,1,Fiberglass,0
2308404,4790,2641,22,Sea Ray.220 Sundeck Outboard,Hall Marine Group-Sea Ray of Savannah,"Savannah, Georgia",2016,Request Price,Fiberglass,22,Sea Ray 220 Sundeck Outboard,"Hall Marine Group
   ","Savannah, GA",2016,Call for Price,Fiberglass,1
2307995,4789,2635,22,Sea Ray.220 Sundeck,"B & E Marine, Inc.","Michigan City, Indiana",2017,Request Price,Fiberglass,22,Sea Ray 270 Sundeck,"B & E Marine, Inc.
   ","Michigan City, IN",2017,Call for Price,Fiberglass,1
2305174,4782,2635,22,Sea Ray.220 Sundeck,B & E Marine,"Michigan City, Indiana",2017,Request Price,Fiberglass,22,Sea Ray 270 Sundeck,"B & E Marine, Inc.
   ","Michigan City, IN",2017,Call for Price,Fiberglass,0
2304379,4780,2647,22,Sea Ray.SDX 220,MarineMax Rogers,"Rogers, Minnesota",2017,Request Price,Fiberglass,22,Sea Ray SDX 220,"MarineMax Inc.
   ","Rogers, MN",2017,Call for Price,Fiberglass,1
2302769,4776,2649,22,Sea Ray.SDX 220 OB,MarineMax Panama City,"Panama City Beach, Florida",2017,Request Price,Fiberglass,22,Sea Ray SDX 220 OB,"MarineMax Inc.
   ","Panama City Beach, FL",2017,Call for Price,Fiberglass,1
2301161,4772,2653,22,Sea Ray.SDX 220,MarineMax Lake Conroe,"Montgomery, Texas",2017,Request Price,Fiberglass,22,Sea Ray SDX 220,"MarineMax Inc.
   ","Montgomery, TX",2017,Call for Price,Fiberglass,1
2295037,4757,2572,22,Sea Ray.210 Sundeck,Longshore Boats,"Charleston, South Carolina",2008,29700,Fiberglass,22,Sea Ray 210 Sundeck,"Longshore Boats
   ","Charleston, SC",2008,29700,Fiberglass,1
2240130,4621,2473,22,Four Winns.210 Horizon,Cape Regal Yachts & Ship,"Osprey, Florida",2005,16500,Fiberglass,22,Four Winns Horizon 210,"Cape Regal Yachts & Ship
   ","Osprey, FL",2005,16500,Fiberglass,1
2236898,4613,2465,22,Four Winns.220 Horizon,Ludington Yacht Sales,"Nunica, Michigan",1996,8995,Fiberglass,22,Four Winns 220 Horizon,"Ludington Yacht Sales
   ","Nunica, MI",1996,8995,Fiberglass,1
2190495,4498,2407,22,Chaparral.224 Sunesta,Waterfront Marine Yacht Sales,"Somers Point, New Jersey",2011,35000,Fiberglass,22,Chaparral 224 Sunesta,"Waterfront Marine Yacht Sales-New Jersey
   ","Somers Point, NJ",2011,35000,Fiberglass,1
2150568,4399,2377,22,Chaparral.230 Suncoast Bowrider,Sunrise Marine,"Mary Esther, Florida",2016,60059,Fiberglass,22,Chaparral 230 Suncoast Bowrider,"Sunrise Marine - Boat Sales, Service & Parts
   ","Mary Esther, FL",2016,62370,Fiberglass,0
